[[-4.51732334e-03,  2.16971920e-03,  5.38614206e-03,  2.78723775e-03,  2.58134911e-03, -2.06616335e-03,  5.81573993e-02,  3.76084410e-02,  2.46820506e-02, -2.87470445e-02,  2.46820506e-02,  2.96663418e-02,  2.99627922e-04, -3.53869487e-04,  3.08771065e-04,  3.91734327e-04,  1.58466364e-03, -1.53350113e-02,  4.40999456e-02,  2.76637822e-02,  1.94531500e-01,  7.50034302e-02,  4.10720676e-01,  2.76186407e-01, -4.32143398e-02,  9.46813002e-02,  3.32143605e-01,  2.61774719e-01,  6.73746970e-03, -7.07672397e-03,  6.73746970e-03,  7.80894794e-03, -1.37584358e-02,  6.48866594e-03,  4.73997369e-02,  1.68140661e-02,  1.74290523e-01, -1.82911709e-01,  2.98380286e-01,  2.93859035e-01, -1.11681260e-01, -4.96243089e-02,  4.11628693e-01,  2.66046554e-01,  3.68698612e-02,  8.02628056e-04,  4.07267809e-02,  1.60553250e-02, -5.06241294e-03,  8.95302917e-04,  5.09485742e-03,  2.92259827e-03,  6.85215835e-03,  2.77905520e-02,  3.75889018e-02,  3.84017229e-02,  1.63022503e-02, -1.46156270e-02,  7.14202821e-02,  3.26463319e-02,  4.96149110e-03, -4.99134418e-03,  5.24648326e-03,  6.27748528e-03],
 [-3.27791134e-03, -3.41947866e-03,  4.70909802e-03,  3.81646026e-03,  2.94525363e-02, -1.43781630e-02,  5.30112386e-02,  3.85769978e-02, -5.72701590e-03, -3.66003951e-03,  5.38849831e-02,  3.32627445e-02,  1.85788341e-03, -5.21973358e-04,  2.13911268e-03,  2.13938695e-03,  2.54409593e-02,  1.98501181e-02,  4.03837264e-02,  2.90356502e-02,  2.00652972e-01,  1.96015149e-01,  3.62618119e-01,  2.48579696e-01, -1.58818975e-01,  9.58998650e-02,  3.71981829e-01,  2.57111520e-01,  1.38525823e-02,  1.29556758e-02,  2.12249849e-02,  1.55392317e-02,  1.78294405e-02, -7.89302960e-03,  3.47821340e-02,  3.47523727e-02,  1.93461567e-01, -8.50505829e-02,  3.54335755e-01,  2.27079734e-01, -1.17654391e-01, -1.74504101e-01,  3.73727858e-01,  2.39808947e-01,  7.44890468e-03, -4.05941019e-03,  1.52499368e-02,  7.17612961e-03, -2.22730776e-03, -8.89271905e-04,  7.59484107e-03,  4.51709842e-03,  8.14298727e-03,  4.77145333e-03,  5.28440177e-02,  2.95667779e-02, -2.87444075e-03,  1.90887880e-02,  5.50547875e-02,  3.75872292e-02,  1.16998970e-03, -7.38819144e-05,  1.24412973e-03,  4.15586081e-04],
 [-5.02568763e-03, -3.97115853e-03,  5.16588520e-03,  3.97115853e-03, -9.26307123e-03, -4.54454198e-02,  4.41741459e-02,  4.99749258e-02,  1.73037518e-02,  8.53083376e-03,  5.82575724e-02,  2.70091835e-02,  5.05603617e-03,  7.54187349e-03,  7.31605990e-03,  8.01928621e-03,  2.64060721e-02, -2.82809255e-03,  4.86060083e-02,  2.87416130e-02,  7.20521212e-02,  1.86214387e-01,  3.57639372e-01,  2.77286500e-01, -1.19998120e-01,  8.43535066e-02,  3.02846223e-01,  3.10138851e-01,  1.71330906e-02, -9.98677965e-03,  4.93248291e-02,  4.01744805e-02, -1.70551222e-02,  1.18341530e-02,  4.71094623e-02,  4.26016971e-02,  1.97676793e-01, -2.87143346e-02,  4.04801607e-01,  2.37506464e-01, -1.02089547e-01, -1.87675253e-01,  3.70294034e-01,  2.51984417e-01, -2.33034473e-02, -1.02991583e-02,  3.71843688e-02,  4.05647196e-02, -4.43411618e-03, -6.36264309e-03,  8.25430546e-03,  7.12799979e-03, -1.62393413e-02, -1.06604211e-02,  6.60418123e-02,  2.42712013e-02,  6.16398267e-03,  3.89732718e-02,  4.40795757e-02,  5.06428406e-02, -3.79461935e-03,  2.02781777e-03,  5.90335811e-03,  2.93547055e-03],
 [ 4.27312637e-03,  2.50443048e-03,  6.81044580e-03,  3.82984802e-03, -2.13547815e-02, -5.52276475e-03,  5.70603982e-02,  4.21875492e-02,  8.38974491e-03, -4.15085815e-02,  4.14491221e-02,  5.33521920e-02,  5.12893964e-03, -1.24256872e-03,  5.87760657e-03,  2.86853570e-03, -4.27029990e-02, -8.80901515e-03,  4.97122407e-02,  3.46407965e-02,  2.29238078e-01,  7.83097744e-02,  3.31819654e-01,  2.74765998e-01,  1.37633812e-02,  1.55790567e-01,  3.35564286e-01,  2.94146776e-01, -3.67961228e-02, -4.34067799e-03,  6.10076301e-02,  4.06970643e-02,  2.61745173e-02,  1.43549824e-02,  4.19106521e-02,  4.77704145e-02,  3.41748744e-02, -1.62148833e-01,  3.25719208e-01,  3.19429964e-01, -9.06355456e-02, -1.08506136e-01,  3.52671117e-01,  3.24839115e-01,  3.65516208e-02,  1.85953523e-03,  6.28057122e-02,  3.89489271e-02, -1.89349055e-03, -2.22822675e-03,  3.95822898e-03,  4.21316549e-03, -2.14165309e-03,  3.60593759e-02,  2.54864693e-02,  4.73613627e-02,  3.37128788e-02, -1.13771958e-02,  6.26367405e-02,  3.12780477e-02, -6.59363950e-03, -3.24464263e-03,  8.63337331e-03,  5.51537331e-03],
 [-4.26527811e-04,  6.27224939e-03,  2.99498462e-03,  8.23332462e-03,  1.99583289e-03, -4.15067896e-02,  2.86482219e-02,  6.04867749e-02,  2.13324744e-02,  2.63396557e-02,  3.92307453e-02,  4.77839373e-02,  1.84925506e-03, -2.76345178e-03,  1.87530485e-03,  2.93977908e-03, -8.21132213e-03, -1.01189138e-02,  3.76177393e-02,  5.39570786e-02,  1.02330215e-01,  1.45049617e-01,  2.93479919e-01,  3.30363870e-01, -1.24238394e-01, -2.25198139e-02,  3.63502264e-01,  3.23573828e-01,  3.26650366e-02, -9.71677154e-03,  5.66473752e-02,  3.65428217e-02, -3.19487900e-02, -1.04252447e-03,  6.52380139e-02,  5.01676463e-02,  8.61669704e-02,  6.25443384e-02,  3.15377146e-01,  3.66208881e-01, -1.09856836e-01, -1.17623307e-01,  2.71228999e-01,  3.56296986e-01, -5.90059580e-03,  1.10486895e-02,  3.29235755e-02,  5.58145232e-02,  4.17307997e-03,  3.56806000e-03,  6.18605176e-03,  5.64993918e-03, -1.66579057e-02, -3.98684368e-02,  4.53707725e-02,  5.60952686e-02,  1.02067366e-02,  5.14777005e-02,  3.06056868e-02,  6.69255406e-02, -2.96688825e-03, -4.94753197e-03,  4.14539175e-03,  7.41197914e-03],
 [ 2.24197563e-03,  1.02826161e-03,  2.35176622e-03,  1.04582880e-03, -3.78696769e-02, -3.99433821e-02,  4.03369181e-02,  4.17824462e-02,  3.21525447e-02,  1.63786300e-02,  6.40539229e-02,  3.05958763e-02, -7.58481724e-03,  1.28018192e-03,  8.50681309e-03,  3.07619595e-03, -9.59887169e-03, -8.11876729e-03,  2.55025197e-02,  1.62630882e-02,  7.49703497e-02,  8.59461054e-02,  4.26181883e-01,  2.99570173e-01, -1.67125285e-01,  4.22808826e-02,  3.47705930e-01,  2.72097975e-01,  3.43320705e-02, -1.46277444e-02,  4.96750325e-02,  2.77451854e-02, -5.29398359e-02, -2.05156971e-02,  7.36000165e-02,  3.89806442e-02,  1.78207099e-01, -4.47229780e-02,  3.64475846e-01,  2.53826022e-01, -1.55717470e-02, -1.15799367e-01,  3.27980340e-01,  3.04877549e-01, -4.23177890e-02,  2.87145544e-02,  4.71784621e-02,  4.85405438e-02,  5.59128402e-03, -1.21538062e-03,  9.46968608e-03,  3.67442053e-03, -2.11994275e-02, -5.14267292e-03,  5.55947311e-02,  2.99466234e-02,  8.98372091e-04,  2.73097027e-02,  3.61426920e-02,  5.48877008e-02,  7.63638760e-04, -6.91575930e-03,  4.70323628e-03,  8.34990293e-03],
 [-2.45916937e-03,  3.68719711e-03,  3.72313336e-03,  6.52796309e-03, -1.44004831e-02,  1.01306746e-02,  6.36101365e-02,  3.10737155e-02, -7.36729428e-03, -3.54310013e-02,  3.51087935e-02,  4.59160805e-02,  3.14728054e-03, -2.08452242e-04,  4.42028604e-03,  4.28856118e-03, -4.76753525e-02, -2.93957978e-03,  5.49700670e-02,  3.40265706e-02,  1.63446143e-01,  2.54120342e-02,  3.49952251e-01,  2.69589394e-01, -9.32917148e-02,  1.55145794e-01,  3.40459883e-01,  3.22676688e-01, -3.57125737e-02, -9.84934904e-03,  5.66501841e-02,  3.84960845e-02,  1.83450093e-03,  1.83645114e-02,  1.67882666e-02,  2.03873999e-02,  2.22407542e-02, -1.18824139e-01,  3.53446960e-01,  2.86779791e-01, -1.59296349e-01, -2.41173040e-02,  4.15847361e-01,  2.52254933e-01,  7.54108559e-03,  1.80110186e-02,  4.55575287e-02,  3.81575637e-02,  7.39960233e-05, -1.39695534e-04,  2.90646654e-04,  4.05272353e-04, -2.79442053e-02,  3.98533642e-02,  3.55733037e-02,  4.30704504e-02,  1.51224742e-02, -1.27053661e-02,  7.51332492e-02,  3.51370163e-02,  5.73267695e-04, -3.84500972e-03,  3.33665428e-03,  5.49434731e-03],
 [ 5.45305957e-04,  3.49724293e-03,  3.57003161e-03,  5.89952059e-03, -2.96332389e-02,  2.74280291e-02,  7.23914504e-02,  3.74036990e-02,  4.00819778e-02, -2.87044123e-02,  4.43161987e-02,  3.00488789e-02, -1.76262972e-03,  1.14674040e-03,  1.84094335e-03,  1.20486890e-03, -4.50296700e-02, -1.68116577e-02,  6.17068261e-02,  4.86841947e-02,  1.40701711e-01,  4.24630828e-02,  3.13757420e-01,  3.14569592e-01, -1.86343398e-03,  1.13157846e-01,  4.08844233e-01,  2.76318043e-01, -4.41188645e-03,  3.56488698e-03,  1.06501430e-02,  8.24280828e-03,  3.13075483e-02,  1.68932416e-02,  4.47012000e-02,  5.46420217e-02,  2.29639630e-03, -1.58197463e-01,  2.84462720e-01,  3.40824962e-01, -1.19233541e-01, -4.35539782e-02,  3.79566759e-01,  3.06166977e-01,  5.71603142e-02, -2.37810332e-02,  6.02662973e-02,  2.59978510e-02,  4.88627586e-04, -2.60399282e-03,  3.94891528e-03,  4.75960784e-03, -1.08292010e-02,  3.92707773e-02,  3.46603580e-02,  4.99756411e-02,  2.31047906e-02, -1.87775306e-02,  6.09335825e-02,  4.31717969e-02,  1.15897483e-03, -2.17382610e-03,  5.97200915e-03,  4.06183116e-03],
 [-6.56526303e-04,  4.71577561e-03,  2.89698597e-03,  5.45397680e-03, -1.94456857e-02,  9.19282436e-03,  6.63373843e-02,  3.32526192e-02,  1.16746705e-02, -4.06338498e-02,  5.71034178e-02,  5.00087440e-02,  6.57453388e-03, -1.97497336e-03,  6.57699630e-03,  2.02706666e-03, -3.59446146e-02, -1.31405080e-02,  4.91170809e-02,  3.49789597e-02,  1.78111151e-01,  2.71395966e-02,  3.41890931e-01,  2.86752254e-01,  7.26423319e-03,  1.34055063e-01,  3.23722988e-01,  3.21690917e-01, -2.94425357e-02, -3.69980908e-03,  5.43511696e-02,  3.80354114e-02,  2.44468134e-02,  1.58254113e-02,  4.27758358e-02,  5.48016988e-02,  6.13643155e-02, -1.50595695e-01,  3.24562877e-01,  2.99979776e-01, -1.54546559e-01, -6.63329735e-02,  4.08345491e-01,  2.81770796e-01,  2.88823918e-02,  1.91413763e-03,  4.88928631e-02,  3.58168036e-02,  7.36591697e-04, -1.73171738e-03,  4.01116069e-03,  4.36191959e-03, -9.31160990e-03,  3.85551564e-02,  2.69057956e-02,  4.36299779e-02,  2.58082617e-02, -4.82649216e-03,  7.31006637e-02,  3.64028476e-02,  7.10556982e-04, -5.06294658e-03,  3.21540888e-03,  6.13055052e-03],
 [ 6.25670468e-03, -4.35522571e-03,  7.98238162e-03,  6.39132643e-03,  1.06021808e-02, -2.57520471e-02,  6.47235587e-02,  4.68986928e-02, -7.67392293e-03,  5.61944966e-04,  5.91523089e-02,  2.70726774e-02,  2.96041922e-04,  6.44790416e-05,  3.76241427e-04,  1.38469593e-04,  2.60886140e-02,  1.31833730e-02,  4.54734489e-02,  4.37663943e-02,  1.55709267e-01,  1.69550031e-01,  4.07433480e-01,  2.33559117e-01, -1.36227071e-01,  7.09820613e-02,  3.27367604e-01,  2.13967025e-01,  9.60446254e-04,  1.46083767e-04,  2.60220794e-03,  1.34759850e-03,  1.03394305e-02, -3.00433428e-04,  3.72112617e-02,  4.97154221e-02,  2.34849468e-01, -5.35833091e-02,  4.21447396e-01,  2.88942426e-01, -1.57826260e-01, -1.15644895e-01,  3.57865751e-01,  1.89146832e-01,  1.27482205e-03, -1.30769797e-03,  2.42970302e-03,  2.58009206e-03,  9.17541678e-04, -4.24485793e-03,  7.33484281e-03,  7.05902278e-03,  8.95468891e-03, -6.59646932e-03,  6.13918714e-02,  3.48177291e-02, -1.27743660e-02,  7.90743623e-03,  4.99805957e-02,  1.58610903e-02, -6.33877411e-04,  7.27545237e-04,  7.14417372e-04,  7.40504765e-04],
